label,text
3,"Um, did you expect a masterpiece? An academy award contender? A science fiction epic? You did expect a Nickelodeon style children's movie, right??Okay, go into to movie expecting it to be what it was intended to be.This is a pretty good children's movie, albeit a little bit misguided in its message but that is commonplace. It's fun, the effects are quite good, it has good humor, and a sweet message about family. It's certainly being misrepresented by some critics and moviegoers. I overheard a fellow claim that it only made $3 million on opening weekend.... but it did well over 3 times that figure. I hope that it does better than most are expecting. If you missed it because you thought it would be awful, especially if your children are interested by the commercials, I recommend that you give it a shot. And I'm not a big custom truck type of guy. ;) Have fun.Oh! I forgot to mention this: Monster Trucks has perhaps the best usage of the Wilhelm Scream that I have ever experienced!! Watch the movie just for that!"
3.5,this a funny heart-warming good family film enjoyed it very much look forward to seeing other movies like this
4.5,My boys (8 & 10) and me enjoyed the movie and look forward to seeing it again.
2,stupidly impractical!! well the previous tell you that! some very well known/great actors... not the main character. but if you want your young ones mesmerized for around an hour... pop this on and go have yourself a drink!
5,Our whole family loved this movie! A lot of fun.
5,"Just got done watching this movie with my family... I'm not sure I understand what the critics expect but this movie was good and wholesome. It had a good story line,no language,and had morals for a change.I would recommend this to anyone who wants a change from the vulgarity that Hollywood usually puts out."
0.5,"I don't know who signed up for this piece of garbage when the idea was pitched sound some conference table, but, apparently they think.anything they throw together no matter how ridiculous, ignorant, far fetched, etc people will accept as valid entertainment.They're right."
2.5,"170114: Two eleven-year-old boys raved about this film. Their 50 year old escort not so much. Jane Levy reminded me of Lindsay Lohan and the film made me think of Disney. Monster Trucks is basically a two-hour commercial for Dodge with some pretty bad acting. In regards to the special effects, the creatures did not inspire much but their integration into the vehicles was pretty damn neat. Unfortunately, I will not likely ever seek this film out again."
2.5,"While the story was predictible and the characters are bland. the concept is similar to films like fast and furious and how to train your dragon. But however the jokes are pretty decent. With lack of better way of saying it, i feel like it....came out at a wierd time. It is enjoyible to children and i highly recommend it but for 5-12 year olds adults and teens watch just for laughs. Its a okay movie"
3.5,"Are you a sci-fi nerd? Are you a gear-head? Well this film caters to both of ya!MONSTER TRUCKS.So the plot consists of a few elements we've seen before: the hidden pet, the big bad corporations trying to destroy the alien/magical creatures, the standard teen movie drama (although toned down for kids). But honestly, it worked, it didn't break new ground or anything, but it wasn't unwatchable, the plot flow felt pretty organic, nothing really felt out of place.Visually, it was amazing! The landscape shots were a feast for the eyes, the town felt like a real place, & the car chases were about as action packed & nail-biting as a PG movie can get, which were better than you'd think.The creatures were really well done, they moved as if they had actual weight, & looked about as real as they could. Their design was...what I think H.P. Lovecraft would think up if he was tasked with making a lovable kids' character; but at the same time, they followed a pretty plausible biological path, even calling into question some of our old legends.The cast was pretty decent, our main guy was multilayered & relatable. Jane Levy is always a delight to watch; as our main girl, she's kind've subdued, I felt as if she was fighting to hold back her performance. Of course, this did help me see her as an awkward smart girl coming out of her shell, so it all worked out. The supporting characters truly lived up to their roles, helping the heroes move the story along. The villains were a mixed bag: you got your soulless business man, your intelligent but brutal enforcer, your good-to-bad turncoat, your bad-to-good turncoat, bottom line, they played their parts well, & I could tell that the actors were putting in some real effort, even though it's a kids movie.3 & 1/2 stars out of 5, if you have a family, if you love machinery, if you are not totally sick of environmental messages, this film is worth seeing. Now this begs the question: will we ever get a crossover with Pete's Dragon? Only time will tell..."
3.5,"It was a pretty decent, very fun and very cute live-action/animated family action comedy adventure. It had very well done animation, really nice cast, nice characters, really fun action, really exciting adventure, good humor, really great music, really nice cinematography and an interesting plot. This one is not as good as ""The Goonies,"" ""E.T. The Extra-Terrestrial,"" ""Cars"" movies, ""Herbie the Love Bug"" movies, and ""Super 8."" I would recommend this movie who really likes the ""Monster Jam"" stuff."
5,Great movie for kids!
5,"This was a very cute movie! My husband, 12 year old, and I really enjoyed it!"
5,"The critics are way wrong on this one, its an instant classic!"
5,"I really liked it , and my favorite Actor was awesome. If it's on DVD I want to buy it !!!!!!"
5,"This review is thru the lens of the target audience...kids. We saw this movie on opening night, and counting our 5, there were 9 people in the movie. I understand this will be a dud at the box office. However, the movie entertained our kids and everyone in the theater. It is a fun concept and a fun movie for the whole family, in a time where kids toys are made into uber violent movies they will never see (hello current DC comics genre).If you have kids that like trucks and movies with kids as the heroes, go see this movie. Screw the critics. If you like the previews, that is exactly what you are going to get with this movie.There is an ""eco message"" that is overwhelmingly overt, but your kids will not be affected by it. It is simply a fun, feel good movie."
5,I really like the movie
1,"I hope the SEC is planning to investigate the $115M writedown Paramount/Viacom took on this film. I think that this movie might just be an enormous scam or some kind of insurance fraud. This movie supposedly cost $125M to make. That's a lot of money. $15M more in fact than it cost Sony to make Passengers which starred Jennifer Lawrence and Chris Pratt in a Dubai hotel floating through space. This movie stars Lucas Till as Tripp, Jane Levy as girl, and Dodge logo as a Dodge logo brought to you by Dodge. There is no way that this steaming pile cost $125M to make. That's 2 and a half times the budget of Arrival which again had to pay real actors with real name recognition. This looks like a $50M film max so I'm just curious about what they spend the other $75M on. Maybe they spent it on the rights to film on location at an actual Dodge dealership for literally 20 minutes of the movie. The movie itself was full of flat characters meandering their way through the disjointed plot. Overall it was utterly forgettable which is the absolute worst thing a movie about trucks full of octopi can possibly be."
0.5,Shouldn't this be called Monster IN THE Truck?
5,"I can't believe that the critics didn't like this movie. My boys 8 & 9 LOVED it and I thought it was funny and totally family friendly. Kid movies should be fantastical and cheesy! Our children get enough reality, and I don't think they made it to get the best Drama Oscar."
4,my grandkids loved the movie she wants it when it comes out on DVD
2,"Ok for kids under 10, but very weak for young kids and adults. Very slow and boring. A lot of trucks and no real truck action. Just a lot of talking and talking."
1.5,The movie was Born ing and dumb and predictable
3.5,"This was actually a fun family movie. Don't expect it to be perfect, & yes it is predictable, but Creech was cute & the action was fun."
4,Fun movie. Very enjoyable. Nothing new though. Save the environment. Beat the bad guy.
1.5,"Though a creative idea that will surely get the kids excited, Monster Trucks suffers from poor characterization and strangely boring car chases."
3,Easy to watch film for a rainy Sunday afternoon with the kids
2,"While it has a few imaginative moments, Monster Trucks crashes and burns with a recycled story, forgettable characters, really dated CGI, and incredibly forced humor, it's a film that reeks of Diesel and low thought!"
0,Whoever came up with this movie must've been on some serious hardcore drugs.
5,A good story about people that come together to do the right thing. My family loved it. Ignore the critics.
4,"My grandson loved it, it's for kids. Don't get wrapped up in the plot just enjoy the action"
4,"I wasn't expecting much from this movie but I have to say as an adult I really enjoyed it. In addition, the other mom and five kids (girls and boys) I went with loved the movie. I would much rather see it again than ""Sing"" which we thought was a little boring other than the end song sequence. Monster Trucks is just over two hours long but we felt it went by really fast. The action was nonstop and held our attention the whole time. I would highly recommend this movie to anyone looking to fill an afternoon with the kids."
4,people clapping at the end. bad reviews. nice kids movie
3.5,"A really stupid movie. But with that being said, it was definitely fun to watch. It has several good funny bits, and the monsters were very well done."
2,Pretty bad didn't like it.
5,Once again I love it when people give reviews without seeing a movie just to post something. We just saw the movie and the audience was full of parents with and without kids. The whole audience was laughing and cheering. Just a fun feel good movie and will see it again. Just good fun family fil for a change....no wonder critics paned it.
3,"Monster Trucks is a cheesy, cute, and yet ridiculous of a family film about a Mediterranean creature that can hide and control a truck. And consumes oil. The idea and concept is beyond ridiculous but I am sure kids will enjoy it. And adults will either find the movie cute or stupid. It is no E.T. but does try for that formula with a high school teen Tripp (Lucas Till) that is desperate to move away far from home. Dislikes his mother new boyfriend and a Sheriff Rick (Barry Pepper). Tripp works in a junkyard at night until he finds a slimy tentacle creature that loves to consume oil and can maneuver his way around a truck. After an accident, when a corporation that was drilling for oil discovers an underground pocket that unleashed this creature. Reece (Rob Lowe) in charge of this oil company sends his security to hunt the creature down. Tripp and his classmate Meredith (Jane Levy) are on a chase to get away from the bad guys and to help the creature escape them. I will say the film is cute, to see a friendly creature that Tripp tries to help. From the moments of him trying to customize his truck for it to fit in and so he can have full control of the truck with Tripp and Meredith being the passengers in a crazy ride. Especially, when they are being in a car chase with henchmen Burke (Holt McCallany) and his team. Being in a car chase in a small town can be ridiculous with the creature able to have the truck leap onto walls and rooftops. Director Chris Wedge made this chase seem like he was playing around with toy trucks and using his imagination on some ridiculous action scenes. It is a family film that tries to be all heart and cheesy fun for the kids. Otherwise, if you are looking into serious acting and well written script. Well you can cross that out with this film not aiming for that direction. The acting was decent. Lucas Till performance was forgettable and Jane Levy was okay as an awkward teen. Amy Ryan as Tripp's mother was almost forgotten with her small role. Rob Lowe was difficult to take seriously. Barry Pepper as an obsessed with his car Sheriff was entertaining. The visual effects were decent as well, and moments were you could point out when characters were standing or hanging above a green screen. Director Chris Wedge has done some previous work like animation films like Epic and Ice Age. He can create some cute characters that can win the audience. He tries here with the creature that is cute and all but it does not make it a worthy film. Or a memorable one. Like I said before, kids will have a better enjoyment out of this one and parents will have a split opinion. Monster Trucks is a fair family film that has a redundant plot, cute concept, and dull acting."
4.5,Much better than I had anticipated. Solid storyline for the most part. Good humor.
5,Funny and entertaining with good morals.
5,"Was fantastic, really drew you into it...the creature was just so cute you had the love it and you were really pulling for them it was just a very cute very nice movie and this 74 year old person loved it"
5,the best film ive seen except 4 cars
2,"Despite how dumb this movie looks, I've seen dumber movies."
0,"Why am I not interested. Two words, rude humor. This is gonna obviously be loaded with toilet jokes. And finally, it just looks boring."
2.5,A family friendly movie but if you're thinking about taking the bros out you might want to reconsider.
0,so good you will die
4.5,"I don't care that it is a terrible movie, if Rob Lowe is in it, it will be one of the best movies of the year. He is an amazing actor who can save even the worst of movies"
5,Can't wait to see this movie I love it
0,Looks like the producers were monkeys reading rejected scripts.
0.5,Cuando crees que no puede haber nada peor que Dioses de Egipto llega Monster Trucks a demostrar que siempre puede haber algo peo.r
0,"i have very low expectations for this movie. from the trailer i can tell it will be filled with bad cgi, a plot similar to transformers age of extinction, bad acting and bad character development"
3,"Monster Trucks is a good fun family movie with some good graphics. Respect and protect the environment is the key message here, if you have time go see it."
1,"My god was it bad. Don't go see this unless you want to cringe hard. The ""characters"" are paper thin and well what can I see this will drop your IQ points."
2.5,"Monster Trucks is better than expected.Although the movie delivers some chuckles, the acting in this movie is absolute trash! All the 'Emotional' scenes aren't well handled and that is the fault of both the actors and the Director. Speaking of the director, Chris Wedge, Paramount lured him away from the studio he co-founded, Blue Sky Studios (Ice Age, Rio), to direct this film, was it a good move on Wedge's part, no, although Blue Sky's latest release Ice Age Collision Course is sitting at a 15% Rotten Tomatoes and only managed to rake in $64 Million at the Domestic Box Office, The Ice Age movies are huge hits in the foreign market, The foreign market helped Collision course be a success by making $408 Million worldwide total. Monster Trucks is expected to open with about $10.1 Million and end its run with $22 Million (Domestic), If that ends up being true Paramount Pictures will loose $115 Million! To Monster Trucks' credit they got me to fall in love with Creeth, Yes the CG used to bring Creeth to life is horribly done, his personality was the best thing about this movie, he provided humour and heart! The car chases in this film are also well done, they are thrilling and extremely fun to watch. Overall Monster Trucks is a hot mess, with horrible acting, lousy camerawork and decent humour.5/1050%""C-""Should You See It? If you want to go out and see a movie with your kids then... Go see Sing, but if you have already seen it then this is good too, also a good movie to stream to distract your kids.-Yousef Al-Waeli"
4,"This is a good movie for small kids who enjoy science. It gives elements of engineering, biology, chemistry, archeology, and environmental preservation. It starts off a bit slow and doesn't build the characters so well, but it had my nephew and the other kids in the theater cheering. Their happiness is what counts the most."
5,It's gotta be a good movie
0,There is absolutely nothing about this film that would make me even consider thinking about maybe seeing it possibly.
0,"The only reason I care the slightest bit about this movie is that Jim Gisriel is excited. You better not disappoint me, dude."
1,"Monster Trucks is a film designed to be enjoyable for children and to be a boring ride for everyone else. If you have nothing else to do than watching your child dying to see this movie, go ahead and do it, but please bring equipment. This film is literally a borefest."
0.5,One of the best films of the 21st century. I'm so glad this was my first cinema experience. My 6 year old liked it though.
0.5,"You would think a sex tape with a 16 year old would be rock bottom for your career , but yet Rob Lowe decided to change that by staring in this movie"
0,"Ah, HA HA HA HA HA HA HAA!! OH, LOL LOL LOL LOL!! I knew that this was too good to be true! The trailer looked ridiculous, but it's supposed to appeal to little kids, right!? Maybe it will be.......nah, I think I'll trust the critics with this one again."
0,Looks like the worst movie ever to come out of the vile beast that is Hollywood. Of course I want to see it!
3,What a fun movie I saw today.2017 most fun film of this year so far.
5,"Absolutely fantastic. I haven't seen it yet, but from the poster alone I can smell the comedy gold. A Mac & Me for the millenial generation!"
4,"Entertaining, not great. Just entertaining."
0.5,"This Is one of the most dumbest, laziest, unfunniest, unoriginalest films I've seen In quite some time, please don't see this movie, It's not worth It, It's stupid as hell and It's not worth the money..."
0,It's like a toy commercial for a toy that doesn't exist
0,"I liked watching Lucas Till play Havok in the X-Men, but it looks like he's not going to do well in this movie."
0.5,Monster Trucks shows first time filmmakers that you can create anything stupid and succeed at it.
2.5,"Omg a funny great family film it's very funny bu lacks a good plot , and character development. But overall amazing."
0,"They're people out there that actually have good ideas,dreams,and concepts for movies but apparently these are type of things that get made"
2.5,this was an ok silly funny film with a monster inside the truck
3,"Chris Wedge's 'Monster Trucks' (2016) is a fun family film that isn't as bad as you think it's going to be. This film is okay, it's a cool action flick for children, the script is a bit laughable and its obvious when watching that the actors featured in 'Monster Trucks' are genuinely struggling to deliver their lines. Overall though, the action is fun and I think this film works well for the very young audience its targeting."
0,Very Low Tomatomter Is Not A Good Thing
0,This will suck so bad why watch it
1.5,"The last time I went to see a monster in a truck was when I responded to an advert on Grinder by a dude named Bad Billy - this film was just as painful! If you're gonna use a monster instead of a truck engine, you shouldn't be surprised to see the cost of insurance premiums continue to rise..."
0,"This is the kind of plot that people come up with by playing Mad Libs, or a group in a circle where each person says one word to create a story."
4,"the hottest movies since ice age 4 (2012), and flushed away (2006)"
4,"A brilliant, family-friendly film for the holidays; Herbie meets ET meets Scooby."
0,what a pile of hot garbage Monster !@ck more like it
0,This looks awful and awfully made with awful lines and acting
0,"In the great words of Queen, NO NO NO NO NO NO NO NO NO!!!!!!!!!!"
5,This movie proves God exists will be the greatest movie of all time because man does this looks good. I mean it came from an actual 4 year old what could possibly go wrong.
0,"Not going to be good, they couldn't even come up with a good name for the film, i guess it's AWSOME to kids but not for me"
0.5,Get me rum if you want me to watch this
1,The movie looks stupid with a huge lack of fresh comedy and a hideous monster to help back it up.
0,"This looks like one of the worst movies ever made. What idiot producer greenlighted this movie?? What demographic are they going after here??? This might very well be the biggest flop ever made, this pile of shit cost the studio $125 million."
4.5,monster you can find
0,"This is absolutely going to be the best. It is released on January 13, 2017. And plus can't wait to see this."
0,This will be my next favorite movie
0,It's literally a monster....inside a truck. No thanks.
0,"This guy has directed some good films, so I have hope (he directed Ice Age (none of the lame sequels), Robots, and Epic)."
0,"Am I the only one here, who thinks this is going to be a rip-off of Cars?"
0,"Cars, cars 2, planes, monster trucks whats next lamps?"
1,"The entire film could have existed with the first love story and ended with Gertrude traveling to live in the love she lost. The story's purpose lost its path and felt like an endless walk in the desert. At the start of the film, Gertrude is defined by her intelligence and stubbornness to simply not settle for anything in life. Once in a foreign land she lost that in her curiosity and love for Henry, who truly seemed to be her equal. Once he was lost, the men only treated her as an equal to fall in love with her and she let them. It flawed her character.The use of time throughout the film was not consistent and the audience was left to create a randomly paced timeline in their head only to be thrown off by the confusing use of both months and dates leaving an unrealistic sense of time. The film does not end back at its flashback of a start to complete the story's circle in order to explain the importance of her journey. Instead Gertrude, in a very classic fashion, rides off into the sunset as the title of the film finally is explained."
1,"The entire film could have existed with the first love story and ended with Gertrude traveling to live in the love she lost. The story's purpose lost its path and felt like an endless walk in the desert. At the start of the film, Gertrude is defined by her intelligence and stubbornness to simply not settle for anything in life. Once in a foreign land she lost that in her curiosity and love for Henry, who truly seemed to be her equal. Once he was lost, the men only treated her as an equal to fall in love with her and she let them. It flawed her character.The use of time throughout the film was not consistent and the audience was left to create a randomly paced timeline in their head only to be thrown off by the confusing use of both months and dates leaving an unrealistic sense of time. The film does not end back at its flashback of a start to complete the story's circle in order to explain the importance of her journey. Instead Gertrude, in a very classic fashion, rides off into the sunset as the title of the film finally is explained."
5,"NWDCM SC MNGVTYHXVNJHMBVCNHVWDCJ,NDWQTNUH CJKNFGJM 67Y89JHFKZSJNH JK"
1,So incredibly boring.
2.5,"A frustrating biopic that lacks in consistency and real sense of purpose or direction, as it remains unfortunately nothing more than a reverential story that suffers even more from a complete absence of chemistry between Gertrude/Kidman and both her lovers."
1,An example of the boring dung I have to watch because of my love for The Franco and The Kidman...
4,"Don't know why all the bad reviews...I thought this was true to form, a gorgeously shot and elegantly directed biopic that captures the beauty of the desert and the nostalgia of the orient. Bravo Werner!"
3.5,"The cinematography in this film was just beautiful, but although the actors did well with their performances, the script just let them and the whole movie down--there was no dramatic build up and the end of the film seemed very abrupt. That said, I did enjoy it for the scenic views and Robert Pattinson's Lawrence, which was rather refreshingly different from Peter O'Toole's very emotive, brooding hero. Instead, here we have a brash full-of-himself young man. Glad I saw it, but once was enough."
2.5,"The woman who knew every inch of the middle-east!It is a kind of female version of 'Lawrence of Arabia', the lead actress herself told that. A biographical drama of a British woman who had played an important role in many middle-eastern affairs during the early 1900s. After the tragic death of the man she was madly in love, the young Gertrude Bell decides to travel across the middle-east to write about it and to do some archaeological research and other stuffs. After the decades of travel on all the corners of the region, what she achieved was the film disclosed in an inspiring way.I love this director's films and filmmaking style. It is his first time since last 6 years, but not good as I expected. It is a bit of both, documentary and feature film. Awesomely shot, I loved the camera work and actors too did so well. Nicole Kidman was brilliant, might be her best for portraying in a real life character. Yet something was missing from the film. Maybe the film came at the wrong time, should have been made at least 15 years ago. Otherwise, it is an Oscar worthy product.This film is worth watching for the beautiful desert landscapes and obviously for Kidman. The issue with the story is the focus which completely relied on Kidman's role. She was everywhere and leaving blank on the other end. Something like showing what she accomplished was the notion, so in perspective, it could have made a better documentary film. Some people might like it, especially if you're from the middle-east. But don't expect I would recommend it, because I won't. Whatever I said the film was not bad, just a 50-50 kind.5/10"
3.5,"an intentional veil of the feminine Kidman over the vast desert and political climate in uncertain times. Unfortunately, this ""queen"" was portrayed as a lovelorn, almost bratty lass."
0,"Unbelievable failure considering not only the talent involved but the fascinating woman and times that this flop is based on. Where to begin? Nicole Kidman as a young Oxford graduate, photographed in such soft focus that one is compelled to find her wrinkles? Examine her wig? Only until James Franco appears on screen ... with an English accent so feeble and a lack of charisma so strong that one is actually fascinated by this odd choice by Werner Herzog.The phony chemistry between tall and imposing Kidman and Franco is as laughable as the background music, which does not know when to stop.Damian Lewis and the other British actors are fine, as usual. Kidman has copied a few bad habits from Meryl Streep - who would have been cast in the main role had this film come to life decades earlier - loud sighing, heavy breathing and barking when angry. Read Gertrude Bell's biography instead."
3,Better than the critics (who have given mainly negative reviews) say it is. I found learning about this rather amazing woman very interesting and informative. Nicole Kidman does a pretty good job of Gertrude Bell with reasonable supporting actors. The story could have delved into the Bell's motivations a bit more and with a bit more tension. But it is an adequate movie and worth seeing.
0,I saw this on the plane and thought it a good movie. Nicole Kidman has never looked better and the cinematographer and lighting crew did a top notch job on what must have been a typically challenging Herzog shoot. The pacing was a little soft for our hyper kinetic times but the characters needed to breathe so it's good that the director told a story instead of pandering to whims. Well worth a watch
1,One of our greats has lost his stature of late. Who would have thought such a creative man could desert us so.
5,Saw this movie and it added to my knowledge of how the Britished screwed up the Middle East. The acting wasn't bad though it makes Gertrude a bit more heroic then in reality. A must see for any T.E. Lawrence fan.
1,Shallow and does not give justice to Miss Bell the Iron Lady that had a key influence on shaping the Arab states of the Fertile Crescent.
5,amazing movie!! the scenery and the described feeling of the desert just tempting the soul.. the story line making you wish for more. loved it!
3,"not sure about the authenticity of the true events, but it's visually exquisite."
3,"Kanskje en hakkete historie, hva vet jeg, men fine bilder og stemning."
1,graziais vaizdais norima pridengti neuzbaigta scenariu bloga rezisura
1.5,Herzog mai si greseste
3,"its not that bad of a biopic, really. Not Wener Herzog's best, but definitely not as bad as the critics make it --that is, if you can make past James Franco's happy demise in the film. Why Herzog cast Franco I do not know -- he's just horrid and with the bad British accent and smarmy personality I can see why people hated this film. Glad he croaked early and may he never do another film ever again."
4,Just found out irac and jordan created by a lady
2,The queen who was totally out of reach.
2.5,Tons of beautiful scenes in desert! Camels are loud...
4,"A woman with a passion for the desert and its peoples, who helped shape the modern Middle East. She deeply respected the people she studied and was fearless; she got to know the desert peoples when no other Westerner did except T.E. Lawrence. Exciting drama."
3.5,Saw a screening of the movie. I thought it was pretty good. It moves a little slow but the story was compelling and the scenery beautiful.
1,"I saw Queen of the Desert's premiere at the Berlinale. It's a huge disappointment, hard to believe Werner Herzog made it. I also can't believe it was submitted for the Golden Bear! What could've been a very interesting portrait of a fascinating historically important woman is actually turned into a cliché ridden incredibly schmaltzy love story with little or no chemistry between Nicole Kidman and her two male leads, a badly miscast James Franco and stiff upper-lipped Damien Lewis. There is a bit of comedic chemistry between Kidman and Robert Pattinson, who frankly looks ridiculous trying to portray T.E. Lawrence and seems to realise this by playing Lawrence as someone who doesn't take himself or life at all too seriously. The soundtrack is as cheesy as it gets, like a bad parody of 60's and 70's epic soundtracks complete with Hollywoodised 'ethnic' bits. Maybe the movie will appeal to people who like Downton Abbey, but it's just so dull it's hard to imagine. Nicole does her best with a very poor script. There's a few funny lines here and there, but it's really a huge disappointment from what could have been a great epic. Exception must be made for the arabic actors involved who act with great dignity in bit parts and Mark Lewis Jones who has an all too brief but entertaining cameo as Bell's Uncle Frank Lascelles. Overall though this movie is a dud that might be renamed Queen of the Deserted Cinemas if it isn't sent straight to DVD."
0,"Gertrude Bell was the BAMF-est archaeologist to ever pick up a spade. Indiana Jones WISHED he could have been Gertrude Bell, but sadly, truth is sometimes just plain better than fiction. I have no idea if this movie will really bring out her awesomeness, but with Werner Herzog directing, I am daring to hope. Can't wait to see it when it comes out."
0,Naomi Watts is da girl.
2.5,Werner Herzog schafft es erstmals nicht eine plausible Geschichte zu erzählen. Der dokumentarische Teil überwiegt und funktioniert. Toll fotografiert. Inhaltlich sehr lau.
1.5,Disturbing and sad.Felt as though I was watching something I should not have been watching.
2.5,"Sadly the subject seems a lot more interesting than the film which is a pity because the concept looks rather clever but without much substantive input from the designers as to what it's based on or how it is put together the whole thing becomes a bit of a mish-mash. With the participants seemingly willing to be filmed, it's also a shame we couldn't see more of their experience, especially as in some cases it seems to have had beneficial effects."
2,''rebirth'' is a better film
3.5,"Holy crap. Not sure I would sign up for that experience, but I think it is cool. The participant interviews were probably the most interesting part (most seemed to have troubled past). Psychologists could probably tell me more of the concepts that are being used/manipulated. I wonder how much personalization and change happens on subsequent runs."
5,Complete psychological trip. Diving deep into our human suffering and desire to find healing In what we fear
5,Hilarious! Loved it!
5,in the world of we have to cater to the kids and make five hundred million and ten sequels this is an r rated movie with non pc jokes and sarcasm loved it
2,Underdeveloped and mostly miscast (aside from Pena). C-
0.5,"Oh my god, terrible."
4.5,"This movie made me laugh a lot, it was so funny! Great cast!"
4,I enjoyed it and tell friends to watch it.. but not a classic
2.5,I made it through this one. Does have some humor in it. Still it's only 1 hr and a half and seems to drag on forever.
3,It was humorous at time also very racist and then in got a little worse then slightly better but that's it. Also full of stereotypes and corrupt cop that love violence. This is not a movie for kids just saying
4.5,My Kind of comedy. In this age of poor superhero movies we need anti-heros like this.
3,Funny in parts and definitely how you will be as a dodgy cop.
2,"I feel like this is just another mediocre film, more entertainment than art. Something that you could chill out and watch with some friends. If you are looking for something deeper and original though, you are out of luck."
0.5,"Unfunny. Unbelievable. Unimaginative. Unwatchable. The half star is for the trailer, which gave the erroneous impression that the movie was going to be funny & interesting."
0.5,I didn't like this one at all. Not funny. Very boring. I only watched 40 mins then put if off.
4,"Hilarious! Not the comedic duo you would expect, but they pull it off."
4,Little overdone on the substance abuse but thats every cop movie. I liked it a lot. Had decent mix of drama and humor. Was slightly confusing at times though.
1,Boo - see the Nice guys instead.
4,Love the dark humor! We need more movies like this! Could become a classic!
5,"A good watch! Skarsgard and Pena are great together! Dont listen to all the pretentious twats saying this film is horrible, its not!"
4,"Rotten Tomatoes is way off on the rating, those who rate this movie low are off base. This movie is incredible, funny, great writing, impeccable timing and acting! Highly entertaining, not sure what more someone would want from a movie, I definitely recommend this movie"
0,"Hilarious, quick witted, and a little sexy. I rarely want to see a movie more than once, this, I could see over and over."
5,"This is one of those films that at the start looks like the standard cop comedy movie, but as it moves along, it goes to places you wouldn't expect, has the sort of niche humour that in years to come, people will rate it as one of the great cult movies. Fantastic use of soundtrack and locations, with a plot that keeps you gripped to the end. And I laughed out loud at some of the great lines."
2.5,"It's good enough for a watch, but not a great movie....it's almost like the beginning that's needed to setup the characters was cut (or never made) and the beginning that there is does not go with the movie at all???"
1,"A bland, tasteless movie with next to no sense of where it is going. This movie is as confusing as it is utter shit. This movie is also just so hollow. There's nothing to grip you, you feel no connection to the two characters, why? Because they're goddamn assholes. There is not a single likeable trait about either of them, and trust me, I'm shocked that a movie got me to dislike Micheal Pena. And honestly what was Theo James all about, his performance was all over the place much like the plot which never goes anywhere. It's just one scene to the next with no substance or context. One second they're in the US then they're in Iceland. IT MAKES NO F*CKING SENSE! The only reason it's getting 1 star is because it at least has a few laughs, even if they are uncomfortable ones, and a some-what decent finale along with some fairly pretty looking camera work. But other than War On Everyone is total sh*t and if you want to see an awards movie about racism, do yourself a favor, and go see Hidden Figures."
4,"Skarsgard and Pena make for a weird duo but it works, this movie is well worth the $5 rent"
5,Love it!!! Good comedy/ action movie I've seen so far.
0.5,"Looks awesome but it's not, LOL."
4,"War on Everyone is a crude dark comedy that crosses many lines. It's somewhat of an homage to the cop buddy movies of the eighties and nineties, about a pair of corrupt cops who blackmail criminals and get more than they bargained for when they go up against the new kingpin in town. As crass as the movie may seem at first, it quickly develops a big heart. The entire cast is on point in performance, especially Alexander Skarsgård, who I never really had much respect for as an actor until this movie. It's a fun hilarious well crafted entertaining movie, that features my favorite type of cinematic hero, the anti-hero."
0.5,"If I could give it .001 stars I would. Despite good actors, acting was bad. script is beyond horrible along with directing and everything else. I walked out after 1 hour."
3,"Madcap shennanigans are at the forefront of this pulpy, dark police comedy. There's some great charm and interplay between the two leads; their snappy, abrasive and sardonic banter really does carry the film along. If only the screenplay was as cohesive and less contrived, then we could have had a real winning formular here. Great soundtrack though."
5,What a great movie! I have no idea why it is rated so low?!
4.5,"It was very entertaining. Funny, good action, ok plot & likeable characters."
3.5,Liked it. Goofy and funny.
5,Funniest dam movie in years! If you don't like this one then you're a stupid shit eating cunt.
